GeoType,GEOID,GeoName,TotalPop,discuss,discussOppose,CO2limits,CO2limitsOppose,trustclimsciSST,trustclimsciSSTOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,fundrenewables,fundrenewablesOppose,mediaweekly,mediaweeklyOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose
County,1075,"Lamar County, Alabama",10112,24.957,40.296,54.975,43.624,60.456,37.467,65.913,33.297,55.046,43.653,75.499,23.675,NA,NA,56.85,19.88,41.332,40.713,33.412,35.763,45.07,54.933,32.698,53.779,48.824,39.15,51.568,32.434,58.644,27.49,57.686,28.472,41.304,57.929
County,1077,"Lauderdale County, Alabama",62760,26.452,37.565,62.371,36.355,66.657,31.297,70.56,28.517,61.448,37.601,79.257,20.542,NA,NA,61.928,18.244,46.94,37.201,39.012,34.658,48.576,51.451,32.761,54.737,50.062,39.335,54.305,31.959,62.662,24.968,61.896,26.056,43.201,56.303
County,1079,"Lawrence County, Alabama",23411,24.193,41.087,60.591,37.324,63.333,33.134,69,29.509,58.048,40.453,76.756,22.554,NA,NA,58.78,17.727,43.707,40.379,35.07,34.294,46.938,53.154,33.152,52.372,49.405,37.813,52.685,31.193,60.28,25.088,59.822,26.238,44.142,55.043
County,1081,"Lee County, Alabama",85595,28.766,36.027,65.062,33.468,67.728,29.34,71.482,27.369,62.5,36.342,79.798,19.487,NA,NA,66.386,13.789,47.591,37.278,42.978,30.551,51.603,48.454,36.084,51.181,53.541,35.438,58.105,27.825,64.764,22.373,63.978,23.604,47.794,51.538
County,1083,"Limestone County, Alabama",59598,24.514,40.365,57.531,40.805,62.954,34.487,66.772,32.284,56.864,42.192,75.923,23.531,NA,NA,56.355,20.361,44.2,39.889,34.974,36.546,45.374,54.685,32.231,54.582,48.19,40.247,51.77,33.317,58.583,27.959,57.69,29.005,42.076,57.316
County,1085,"Lowndes County, Alabama",7287,26.558,44.237,69.689,28.205,70.971,24.136,73.521,24.475,65.475,32.177,79.689,18.33,NA,NA,71.407,5.662,51.295,34.045,43.75,18.706,62.19,37.955,46.922,32.454,63.018,19.093,65.638,14.325,69.268,11.927,69.351,12.729,58.552,39.793
County,1087,"Macon County, Alabama",12609,29.26,40.725,75.417,22.56,72.125,22.559,75.723,21.638,67.003,30.533,81.09,16.571,NA,NA,75.106,4.477,54.212,33.437,50.03,17.461,64.42,35.63,49.23,31.953,65,18.492,67.866,13.539,71.759,10.769,72.36,11.258,62.311,36.054
County,1089,"Madison County, Alabama",229780,30.098,35.286,66.147,32.433,70.006,27.654,73.044,25.683,61.849,37.082,81.02,18.455,NA,NA,66.062,14.554,50.421,36.195,44.631,31.5,52.205,47.507,35.009,52.35,52.708,36.689,57.147,29.234,64.267,24.128,64.492,23.565,46.961,52.561
County,1091,"Marengo County, Alabama",13975,25.654,41.984,68.329,29.477,67.079,27.194,72.82,25.101,62.746,35.273,79.238,19.415,NA,NA,67.773,9.55,47.307,37.866,41.189,25.276,54.454,45.65,40.069,41.931,56.081,27.794,59.405,21.632,64.894,16.955,65.067,17.864,53.325,45.353
County,1093,"Marion County, Alabama",21713,25.47,39.601,58.21,40.632,61.505,36.741,67.532,31.6,56.308,42.657,76.767,22.891,NA,NA,57.321,21.225,42.501,40.258,35.824,37.122,43.452,56.493,30.961,56.854,47.161,42.422,50.048,35.543,58.129,29.615,57.349,30.117,40.683,58.916
County,1095,"Marshall County, Alabama",62506,26.829,37.337,59.175,39.701,62.252,35.919,67.455,31.647,56.555,42.307,77.344,22.124,NA,NA,58.906,20.928,43.693,39.523,37.261,36.479,45.784,54.126,32.609,56.197,49.092,41.36,52.586,34.044,60.379,28.082,58.739,29.618,41.814,57.731
County,1097,"Mobile County, Alabama",271571,27.622,39.443,65.801,32.543,69.253,28.091,73.472,25.006,62.476,36.46,79.812,18.812,NA,NA,63.822,13.285,47.716,37.008,42.5,28.841,51.688,48.453,37.289,47.21,54.271,32.102,57.979,25.593,62.122,21.891,62.167,22.932,48.823,50.262
County,1099,"Monroe County, Alabama",15093,24.562,43.824,66.438,31.675,67.653,28.319,72.424,25.785,62.897,35.426,77.959,20.926,NA,NA,63.661,12.182,46.467,38.309,39.627,27.848,51.25,48.816,37.011,45.079,53.156,31.017,56.447,24.9,62.23,19.813,62.733,20.555,49.357,49.683
County,1101,"Montgomery County, Alabama",147168,28.886,39.886,72.928,25.335,71.945,24.018,74.878,23.326,66.265,32.319,80.722,17.878,NA,NA,71.876,8.172,53.208,32.693,48.207,22.796,59.04,41.096,42.248,41.302,60.023,25.696,64.093,19.352,69.199,14.871,68.842,15.836,56.201,42.819
County,1103,"Morgan County, Alabama",81509,25.715,39.195,61.251,37.666,65.505,32.821,70.105,29.056,59.545,39.641,77.941,21.743,NA,NA,60.196,19.262,43.972,39.147,38.443,34.894,46.855,53.116,32.363,54.747,48.909,40.181,53.125,32.82,60.241,26.701,59.461,27.413,42.376,57.341
County,1105,"Perry County, Alabama",6252,26.679,43.563,74.01,23.806,70.391,23.636,74.731,22.614,66.124,31.29,80.217,17.735,NA,NA,71.703,5.865,51.403,35.071,45.656,19.156,61.191,38.889,45.502,34.304,61.57,20.787,64.124,15.873,68.536,12.59,69.292,13.14,59.7,38.594
County,1107,"Pickens County, Alabama",13562,24.935,42.918,65.422,32.464,65.576,29.713,70.89,27.078,60.827,37.166,78.036,20.598,NA,NA,64.586,11.59,45.511,39.301,38.619,27.675,52.18,47.87,38.235,44.399,54.234,30.219,57.097,24.173,63.23,19.406,63.448,20.203,50.266,48.456
County,1109,"Pike County, Alabama",19278,26.676,40.465,65.363,32.882,67.079,29.186,70.981,27.387,61.87,36.609,78.554,20.423,NA,NA,64.736,12.702,46.905,37.502,40.897,28.641,51.887,48.148,37.207,46.934,53.844,32.165,57.442,25.575,63.453,20.608,63.331,21.439,49.175,49.909
County,1111,"Randolph County, Alabama",15525,26.616,39.275,62.818,35.868,63.818,33.381,69.216,29.46,58.506,40.01,77.638,21.353,NA,NA,62.006,15.922,44.497,38.899,39.27,31.55,48.857,51.062,35.312,50.924,51.787,36.061,54.67,29.386,61.572,24.215,61.164,24.786,45.877,53.319
County,1113,"Russell County, Alabama",37235,27.554,40.088,70.983,27.229,70.432,25.548,74.341,23.693,65.262,32.935,80.258,18.363,NA,NA,68.774,9.784,50.776,35.384,44.916,25.062,56.49,43.57,40.573,43.151,57.471,28.278,61.265,21.89,67.281,16.888,67.337,17.7,53.102,45.845
County,1115,"St. Clair County, Alabama",58701,24.918,39.84,56.782,42.279,61.483,37.084,67.669,31.666,56.902,42.396,76.351,23.493,NA,NA,57.351,22.58,41.273,40.981,34.665,38.346,41.945,58.002,30.441,57.121,46.202,43.35,49.893,36.39,57.731,30.114,56.547,31.008,39.546,60.218
County,1117,"Shelby County, Alabama",135055,28.278,34.617,57.267,41.859,64.389,34.371,66.719,33.025,59.206,40.422,78.028,21.906,NA,NA,60.021,20.482,44.025,39.927,37.729,37.967,46.056,53.956,32.009,57.611,49.121,42.366,53.994,34.387,61.398,28.12,59.643,29.191,40.874,58.887
County,1119,"Sumter County, Alabama",8268,26.689,44.759,73.906,24.043,72.228,22.4,75.717,21.893,67.515,30.253,80.701,17.582,NA,NA,72.022,5.538,51.416,34.687,45.972,18.745,61.241,38.863,45.89,33.007,61.647,19.889,64.766,14.996,68.371,11.949,69.267,12.432,59.901,38.608
County,1121,"Talladega County, Alabama",55951,25.894,41.244,64.28,34.24,67.04,29.472,71.811,26.975,62.494,36.074,78.475,20.619,NA,NA,63.678,13.294,46.577,37.286,39.931,29.238,51.507,48.557,36.723,47.339,53.791,32.214,57.35,25.649,63.727,20.488,63.275,21.339,47.607,51.64
County,1123,"Tallapoosa County, Alabama",29005,27.221,39.456,64.171,34.566,66.067,31.183,70.858,27.941,60.886,37.823,78.959,20.331,NA,NA,64.792,14.562,47.298,36.778,41.084,30.669,50.621,49.32,36.046,49.765,52.704,34.906,56.215,27.997,63.002,22.402,62.651,23.065,46.89,52.433
County,1125,"Tuscaloosa County, Alabama",119835,26.662,38.498,65.115,33.274,67.423,29.298,70.411,28.228,61.514,37.296,79.079,20.101,NA,NA,64.318,14.632,45.408,40.005,40.801,31.038,49.787,50.328,36.359,49.549,53.012,34.82,57.257,27.417,63.447,22.26,63.041,23.162,47.762,51.46
County,1127,"Walker County, Alabama",45901,23.469,41.831,47.695,51.249,60.673,39.071,64.059,36.27,54.235,44.87,73.859,25.7,NA,NA,53.155,23.022,40.154,39.925,29.832,37.591,44.201,55.928,31.726,53.872,48.099,38.926,50.887,32.284,57.43,28.167,55.402,29.867,37.443,61.943
County,1129,"Washington County, Alabama",11490,22.811,43.695,47.414,50.965,59.705,38.32,63.927,35.977,54.012,44.508,73.911,25.148,NA,NA,55.354,17.712,40.692,39.717,29.118,32.975,48.078,52.152,35.955,47.116,52.441,32.125,54.613,26.122,60.159,23.301,58.498,25.332,41.501,57.387
County,1131,"Wilcox County, Alabama",7474,26.418,44.178,74.133,23.78,70.883,23.016,75.671,21.945,67.585,30.158,80.281,17.95,NA,NA,71.508,5.942,51.918,34.98,46.215,19.536,61.023,39.051,44.988,34.647,61.031,21.275,64.147,16.156,68.718,12.587,69.458,13.128,59.283,39.29
County,1133,"Winston County, Alabama",17319,24.616,39.836,54.566,44.097,58.392,39.697,64.898,34.178,53.31,45.613,74.778,24.738,NA,NA,54.121,24.114,39.567,42.429,32.37,39.451,41.198,58.735,29.773,58.277,45.225,44.518,47.909,37.872,55.789,31.959,54.976,32.524,38.886,60.594
County,2013,"Aleutians East Borough, Alaska",2544,37.478,27.422,68.479,29.987,64.042,30.536,68.866,28.822,60.698,36.726,79.775,18.005,NA,NA,70.926,11.355,52.126,31.119,47.796,26.133,59.824,40.075,45.462,46.529,63.039,29.228,66.781,22.325,70.67,18.943,70.342,20.183,53.842,45.444
County,2016,"Aleutians West Census Area, Alaska",4084,38.082,26.59,66.993,31.969,65.05,30.739,69.248,29.195,61.476,36.493,80.57,17.662,NA,NA,70.282,12.306,51.715,30.885,48.575,27.419,58.832,41.086,43.547,49.014,62.024,31.022,66.127,23.66,70.484,19.844,69.946,21.281,52.21,47.221
County,2020,"Anchorage Municipality, Alaska",188115,37.692,26.679,66.977,32.393,69.673,28.191,72.436,26.545,64.095,34.813,82.831,16.538,NA,NA,70.817,13.934,52.472,31.475,49.81,30.823,55.383,44.573,38.223,54.538,57.246,36.495,63.003,28.395,68.344,22.114,68.186,23.943,49.158,50.725
County,2050,"Bethel Census Area, Alaska",9253,38.537,26.361,68.899,30.249,66.503,28.812,70.215,27.922,63.042,34.743,81.065,17.154,NA,NA,71.107,11.88,52.932,28.952,49.232,26.288,60.464,39.495,45.122,46.8,64.066,28.754,67.729,21.99,71.224,18.917,71.026,20.212,53.825,45.835
County,2060,"Bristol Bay Borough, Alaska",668,37.261,25.753,63.699,34.995,63.585,32.349,68.218,30.563,59.698,38.582,80.374,18.203,NA,NA,67.688,14.497,48.845,33.659,45.951,31.19,55.489,44.47,39.233,54.04,58.063,35.54,62.657,27.552,68.676,22.242,68.041,24.088,49.592,49.652
County,2068,"Denali Borough, Alaska",1412,37.22,26.422,56.344,43.332,64.44,34.523,67.072,33.483,60.278,38.686,79.832,19.047,NA,NA,65.821,14.917,48.692,31.999,44.038,30.808,56.555,43.497,39.413,52.904,59.263,33.26,63.869,25.32,69.379,21.483,67.648,23.819,46.351,52.95
County,2070,"Dillingham Census Area, Alaska",2755,38.699,25.241,67.023,31.641,64.131,30.585,68.547,29.559,60.646,37.036,80.558,17.534,NA,NA,70.248,12.266,51.271,30.85,47.37,27.922,59.393,40.575,44.292,48.521,62.851,30.341,66.638,23.233,70.872,19.547,70.694,21.099,53.599,45.745
County,2090,"Fairbanks North Star Borough, Alaska",60377,36.919,26.989,63.421,35.663,65.624,31.723,69.743,29.534,61.758,37.251,81.015,18.186,NA,NA,66.419,16.275,48.749,34.438,46.588,32.373,54.018,45.953,36.953,55.563,55.915,37.381,61.202,29.305,67.514,23.884,67.204,24.871,47.792,51.726
County,2100,"Haines Borough, Alaska",1876,39.534,23.983,66.497,32.576,64.945,31.429,70.043,28.846,61.123,37.424,81.816,16.811,NA,NA,69.814,13.59,50.352,33.236,49.771,30.958,56.293,43.606,38.478,56.386,58.205,36.806,63.256,28.114,70.145,21.937,69.557,23.523,50.368,48.815
County,2105,"Hoonah-Angoon Census Area, Alaska",1611,40.59,23.954,69.016,30.456,67.758,29.111,71.167,27.766,63.619,34.978,82.33,16.393,NA,NA,71.456,12.881,52.772,30.164,52.448,28.677,58.548,41.355,40.993,53.351,60.942,34.007,65.968,25.752,71.212,20.824,70.669,22.182,51.71,47.922
County,2110,"Juneau City and Borough, Alaska",21948,41.155,23.555,70.128,29.735,69.944,28.287,73.009,26.492,65.881,33.387,83.512,15.729,NA,NA,71.215,13.409,52.709,31.407,54.614,29.904,57.819,42.072,39.001,55.577,59.475,35.763,65.343,27.016,71.43,20.999,70.704,22.186,50.317,49.558
County,2122,"Kenai Peninsula Borough, Alaska",38636,36.019,26.401,63.782,35.213,64.279,32.526,69.832,29.264,60.703,37.923,80.332,18.38,NA,NA,66.869,15.18,48.182,35.298,46.186,31.934,54.366,45.578,37.186,56.023,56.355,37.144,61.23,28.962,68.027,23.182,67.28,24.854,48.367,50.856
County,2130,"Ketchikan Gateway Borough, Alaska",9258,39.143,24.834,68.166,31.07,66,30.581,71.069,27.797,62.338,36.125,82.024,16.617,NA,NA,70.601,13.045,51.791,31.818,50.085,29.867,57.105,42.788,40.101,54.124,59.402,35.046,64.445,26.617,70.655,21,70.231,22.352,51.128,48.192
County,2150,"Kodiak Island Borough, Alaska",8480,40.405,24.253,69.847,29.666,68.034,29.09,72.159,26.852,64.481,34.123,82.596,16.158,NA,NA,71.553,12.993,53.212,29.904,52.585,28.94,58.561,41.314,41.25,53.051,60.737,34.117,65.803,25.92,71.244,20.633,70.737,21.88,51.692,48.027
County,2164,"Lake and Peninsula Borough, Alaska",832,38.94,25.731,68.984,30.244,66.733,29.008,70.631,27.759,63.264,34.707,81.516,16.831,NA,NA,71.148,12.168,52.915,29.303,49.775,27.184,59.931,40.008,44.218,48.46,63.262,30.138,67.286,22.989,71.331,19.314,71.078,20.619,53.309,46.336
County,2170,"Matanuska-Susitna Borough, Alaska",59136,36.181,27.49,64.268,34.723,65.19,31.679,70.759,28.219,61.41,37.28,80.587,18.31,NA,NA,66.205,15.45,48.656,34.625,45.985,32.122,53.463,46.482,36.59,56.171,55.563,37.703,60.557,29.584,67.744,23.248,67.092,24.149,48.225,51.136
County,2180,"Nome Census Area, Alaska",5349,37.982,25.952,66.531,32.141,63.729,30.669,67.995,29.921,60.282,37.315,80.221,17.797,NA,NA,69.857,12.334,50.74,31.246,46.729,27.7,59.08,40.909,44.149,48.238,62.796,30.147,66.427,23.125,70.527,19.635,70.34,21.21,53.268,46.049
County,2185,"North Slope Borough, Alaska",6247,37.814,25.751,64.716,34.078,62.346,33.033,67.012,31.536,59.321,38.613,80.071,18.246,NA,NA,68.317,13.881,49.312,32.49,46.898,29.411,56.419,43.539,41.02,52.312,59.849,33.915,64.049,26.135,69.012,21.819,68.454,23.624,50.469,48.82
County,2188,"Northwest Arctic Borough, Alaska",3981,39.345,26.346,71.185,28.554,69.339,27.096,72.328,26.134,65.942,32.19,82.141,16.363,NA,NA,72.358,11.76,54.935,27.177,52.445,25.499,61.055,38.878,44.896,47.162,64.402,28.845,68.566,21.905,71.837,18.828,71.519,19.852,53.557,46.474
County,2195,"Petersburg Borough, Alaska",2268,39.099,24.757,67.209,31.928,65.204,31.217,70.426,28.366,61.532,36.927,81.72,16.829,NA,NA,70.07,13.161,50.845,32.918,49.834,30.117,56.844,43.019,39.607,54.595,58.877,35.527,63.788,27.155,70.225,21.324,69.689,22.779,50.957,48.284
County,2198,"Prince of Wales-Hyder Census Area, Alaska",4285,38.184,25.655,67.357,31.583,64.445,31.127,69.616,28.88,61.052,37.018,81.075,17.305,NA,NA,69.757,12.98,50.81,32.164,48.31,29.089,57.481,42.442,41.484,51.913,60.401,33.32,64.736,25.578,70.042,20.816,69.764,22.264,51.808,47.487
County,2220,"Sitka City and Borough, Alaska",6169,42.55,23.04,70.259,29.405,69.001,28.59,72.326,26.856,65.113,33.727,82.84,15.921,NA,NA,72.71,12.682,53.749,29.927,54.931,28.828,58.749,41.111,40.483,54.605,60.556,34.94,65.962,26.429,71.649,21.066,71.056,22.229,51.751,47.937
County,2230,"Skagway Municipality, Alaska",731,40.708,23.402,68.019,31.495,66.942,30.521,71.09,28.208,63.085,35.73,82.45,16.42,NA,NA,70.928,13.381,52.157,31.482,52.122,30.042,57.268,42.635,39.482,55.668,59.28,35.965,64.816,27.235,70.886,21.584,70.254,22.989,50.574,48.904
County,2240,"Southeast Fairbanks Census Area, Alaska",4469,37.955,25.348,63.993,35.038,63.203,33.31,68.373,30.616,59.588,38.814,80.66,17.888,NA,NA,67.807,14.272,48.653,34.231,47.189,31.007,55.252,44.665,38.213,55.601,57.476,36.471,62.193,28.128,68.752,22.561,68.013,24.293,49.045,50.053
County,2261,"Valdez-Cordova Census Area, Alaska",6472,38.143,25.278,64.317,34.534,64.021,32.375,69.176,29.824,60.449,38.004,80.871,17.779,NA,NA,68.171,14.313,49.422,33.641,47.147,31.294,55.607,44.328,38.634,55.145,57.635,36.267,62.439,28.013,69.21,22.139,68.538,23.856,49.507,49.682
County,2270,"Wade Hampton Census Area, Alaska",3529,36.917,27.377,67.089,31.588,63.786,30.122,68.069,29.602,60.675,36.619,79.733,18.137,NA,NA,69.615,11.871,51.052,30.233,45.672,26.222,59.981,40.032,45.893,45.062,64.216,27.576,67.201,21.333,70.395,18.789,70.398,20.242,54.199,45.217
County,2275,"Wrangell City and Borough, Alaska",1881,37.978,25.59,66.406,32.56,63.894,32.081,69.82,28.837,60.405,37.786,81.058,17.387,NA,NA,68.897,13.282,49.913,33.426,47.765,30.049,56.375,43.525,39.693,53.779,58.647,34.928,63.005,26.994,69.4,21.505,69.048,22.957,50.984,48.131
County,2282,"Yakutat City and Borough, Alaska",429,38.326,25.503,66.4,32.331,63.833,31.732,68.869,29.789,60.295,37.794,80.707,17.642,NA,NA,69.658,12.935,50.61,32.369,47.957,29.221,57.5,42.43,41.603,52.027,60.357,33.412,64.886,25.518,70.015,20.883,69.633,22.445,51.623,47.614
County,2290,"Yukon-Koyukuk Census Area, Alaska",3524,38.123,26.173,67.363,31.54,64.914,30.33,69.253,29.038,61.462,36.304,80.64,17.561,NA,NA,70.018,12.472,51.524,30.376,47.779,27.53,59.094,40.864,43.813,48.5,62.506,30.375,66.317,23.342,70.423,19.795,70.13,21.248,52.873,46.593
County,4001,"Apache County, Arizona",42767,33.64,30.099,59.42,38.004,69.309,26.902,70.061,29.209,63.441,34.012,80.3,17.932,NA,NA,68.804,10.505,53.118,29.356,41.038,24.985,64.277,36.135,46.218,39.936,64.784,23.167,67.734,17.75,71.58,15.191,69.837,18.526,51.735,47.354
County,4003,"Cochise County, Arizona",88904,35.341,29.272,64.32,34.312,68.718,29.441,71.795,27.532,63.62,35.12,81.43,17.667,NA,NA,66.286,15.22,50.349,34.701,45.047,31.131,55.474,44.489,39.008,50.907,55.949,34.671,59.784,28.167,65.154,22.916,64.929,24.35,47.593,52.128
County,4005,"Coconino County, Arizona",79300,39.936,25.382,67.104,31.923,73.027,25.56,74.152,25.819,67.8,30.944,83.084,15.3,NA,NA,72.308,10.873,56.998,26.999,52.26,26.128,63.57,36.609,43.823,47.214,63.569,28.569,68.163,21.463,72.711,18.002,71.17,20.439,51.456,48.158
County,4007,"Gila County, Arizona",38319,33.274,29.631,62.265,35.818,64.515,32.209,69.003,29.797,59.789,38.449,79.827,18.84,NA,NA,65.759,15.29,48.298,35.803,42.372,32.392,53.068,46.924,37.608,52.253,54.587,36.303,57.988,29.525,64.972,23.512,64.028,25.772,47.446,51.972
County,4009,"Graham County, Arizona",22527,33.753,30.17,63.155,35.417,65.703,31.958,70.193,28.739,60.534,37.853,78.995,19.442,NA,NA,65.758,15.419,47.963,35.069,43.345,30.966,53.419,46.482,39.433,50.437,55.915,35.046,59.336,28.408,65.892,22.169,64.845,24.036,47.143,52.627
County,4011,"Greenlee County, Arizona",5574,33.42,31.004,66.558,31.462,67.949,28.904,72.353,26.039,63.404,34.549,80.345,18.043,NA,NA,68.554,12.684,52.086,33.576,44.741,28.724,58.291,41.589,41.992,46.584,58.331,31.332,61.875,25.111,68.048,19.319,67.086,21.295,50.41,49.117
County,4012,"La Paz County, Arizona",15618,32.79,31.175,62.651,35.761,64.718,32.66,69.201,29.692,59.806,38.405,79.404,19.138,NA,NA,65.154,15.286,47.987,35.87,41.934,31.364,52.885,47.057,38.136,51.041,54.9,35.329,57.847,28.941,64.277,22.884,63.273,24.852,46.981,52.488
County,4013,"Maricopa County, Arizona",2550592,35.403,30.396,67.623,31.359,74.939,24.094,73.206,26.114,66.482,32.772,81.719,17.279,NA,NA,69.126,12.974,52.071,34.059,48.954,28.798,57.147,43.056,38.924,51.048,58.068,33.512,62.381,26.922,68.262,21.429,66.518,23.643,49.134,50.689
County,4015,"Mohave County, Arizona",148797,31.45,32.091,59.35,39.134,62.762,35.131,68.289,31.049,58.718,39.986,79.467,19.744,NA,NA,61.315,18.272,45.584,37.225,39.362,34.583,48.68,51.301,34.858,53.989,51.459,38.764,54.664,32.017,61.08,25.096,60.358,27.352,44.215,55.455
County,4017,"Navajo County, Arizona",66359,34.812,28.864,62.265,36,67.355,29.699,70.188,29.036,62.052,36.03,80.551,17.972,NA,NA,67.828,13.15,50.918,32.01,44.166,28.796,58.219,41.912,41.605,47.459,59.657,30.624,63.032,24.11,68.532,19.654,67.248,22.3,49.503,50.008
County,4019,"Pima County, Arizona",654497,41.53,26.441,73.448,25.461,72.267,25.07,77.505,21.639,70.742,27.953,84.005,15.072,NA,NA,75.194,10.338,58.125,28.41,55.704,26.338,63.553,36.196,43.416,47.028,61.73,30.16,66.415,23.112,73.145,16.669,71.636,18.677,54.418,45.631
County,4021,"Pinal County, Arizona",258629,35.483,30.379,67.7,30.975,68.684,29.648,75.595,23.125,64.982,33.687,81.344,17.194,NA,NA,68.998,14.87,50.039,33.613,48.51,29.445,55.687,44.305,39.21,50.348,56.923,34.156,60.862,27.105,64.879,20.713,65.469,22.847,47.41,52.485
County,4023,"Santa Cruz County, Arizona",29027,36.099,28.686,76.166,21.557,73.038,22.792,77.396,20.307,69.593,27.849,82.969,15.222,NA,NA,76.678,7.386,60.914,28.2,52.105,21.509,69.277,30.627,50.077,37.274,66.025,22.504,69.755,17.228,75.338,12.311,74.73,13.903,59.297,40.028
County,4025,"Yavapai County, Arizona",160107,36.184,28.629,64.335,34.403,67.615,30.818,70.554,28.114,62.331,35.798,81.162,17.218,NA,NA,65.263,17.312,49.863,34.785,46.331,32.559,52.787,47.199,36.082,55.097,54.067,38.348,57.992,30.95,64.353,24.62,63.844,26.52,46.349,53.463
County,4027,"Yuma County, Arizona",123759,33.38,31.104,67.233,30.761,67.095,29.778,71.195,27.211,62.672,34.891,78.685,19.022,NA,NA,67.929,12.216,53.259,31.797,44.757,26.66,59.22,40.325,43.507,44.188,58.862,29.67,61.927,23.825,67.115,19.073,66.075,20.801,51.703,47.596
County,5001,"Arkansas County, Arkansas",13048,27.092,38.913,63.726,34.731,64.335,32.07,69.326,29.772,60.132,38.203,77.928,21.532,NA,NA,63.016,14.577,45.625,38.161,39.431,30.791,51.16,48.759,36.528,49.132,52.747,34.109,57.095,27.735,63.9,21.81,65.256,20.993,47.923,51.501
County,5003,"Ashley County, Arkansas",14635,25.327,40.802,60.954,37.139,62.917,33.191,68.621,30.413,58.951,39.459,76.11,23.438,NA,NA,61.908,15.179,44.393,40.526,35.805,31.967,49.156,50.788,35.362,49.311,50.609,35.217,54.745,29.143,61.536,23.017,62.214,22.915,46.508,52.913
County,5005,"Baxter County, Arkansas",31340,27.801,35.662,59.152,39.687,63.901,34.027,67.753,31.709,57.664,41.519,78.017,22.424,NA,NA,61.165,19.466,43.841,39.335,37.139,37.858,45.891,54.053,31.377,57.87,48.236,42.32,53.85,34.683,63.631,25.97,63.083,26.011,42.835,57.207
